[0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0], 6
[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1], 10
[0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0], 11
[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1], 11
[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0], 12
[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1], 13
[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0], 13
[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1], 17
[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0], 17
[1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1], 17
[1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1], 20
[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1], 20
[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1], 20
[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], 20
[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0], 20
[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0], 20
[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0], 21
[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1], 21
[0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0], 22
[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1], 22
[1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1], 22
[0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0], 22
[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0], 23
[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0], 23
[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1], 23
[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1], 23
[1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1], 24
[0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0], 24
[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1], 25
[0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0], 25
