[0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1], 8.0
[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0], 8.0
[1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1], 11.0
[1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1], 12.0
[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1], 16.0
[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0], 16.0
[1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1], 16.0
[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0], 16.0
[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0], 17.0
[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0], 17.0
[1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1], 17.0
[0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1], 18.0
[0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0], 21.0
[1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1], 21.0
[1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1], 23.0
[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0], 23.0
[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1], 30.0
[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0], 30.0
