[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1], -6
[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0], -4
[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1], 2
[0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0], 2
[0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1], 3
[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1], 17
[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], 17
[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1], 23
[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0], 23
[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], 24
[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0], 24
[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0], 24
[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1], 25
[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1], 26
[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1], 27
[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], 27
[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1], 28
[1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0], 30
[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0], 30
[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1], 30
[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0], 33
[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1], 34
[1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0], 34
[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1], 35
[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0], 35
[1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0], 36
[1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0], 36
[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1], 36
[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1], 36
[1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1], 39
[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0], 39
[1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], 39
[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0], 39
[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1], 40
[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0], 40
[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1], 42
[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0], 42
[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1], 43
[0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1], 43
[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0], 43
[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0], 43
[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0], 44
[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], 46
[1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0], 46
[0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1], 47
[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0], 47
[0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1], 53
[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0], 53
[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1], 54
[1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0], 54
