[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1], 64
[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0], 64
[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1], 65
[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0], 65
[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0], 68
[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1], 68
[1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1], 69
[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0], 69
[1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1], 69
[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1], 69
[0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0], 69
[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1], 70
[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0], 70
[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1], 70
[1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0], 70
[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1], 73
[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1], 73
[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0], 73
[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0], 73
[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0], 75
[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1], 75
[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1], 82
[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0], 82
