[1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1], 47.0
[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1], 51.0
[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0], 51.0
[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0], 54.0
[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0], 58.0
[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1], 58.0
[0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1], 58.0
[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1], 65.0
[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0], 65.0
[1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1], 69.0
[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0], 69.0
[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0], 69.0
[0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1], 69.0
[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1], 71.0
[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0], 71.0
[1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1], 75.0
[0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0], 75.0
[0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0], 78.0
[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1], 78.0
[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1], 79.0
[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0], 79.0
[1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1], 80.0
[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0], 80.0
