[1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0], 7
[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1], 7
[0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1], 11
[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0], 11
[1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0], 13
[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1], 13
[1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0], 14
[0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0], 14
[0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1], 14
[0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1], 14
[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1], 14
[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0], 15
[0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1], 15
[1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1], 16
[0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0], 16
[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1], 16
[0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0], 16
[0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0], 17
[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1], 17
[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0], 17
[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1], 17
[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0], 18
[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1], 18
