[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1], 69.0
[1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0], 73.0
[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1], 73.0
[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0], 76.0
[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1], 76.0
[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1], 78.0
[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0], 78.0
[1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], 81.0
[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], 86.0
[1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0], 86.0
[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1], 90.0
[0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0], 90.0
[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0], 91.0
[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1], 91.0
[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], 93.0
[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1], 93.0
[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1], 96.0
[0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0], 96.0
[0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0], 98.0
[1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1], 98.0
